,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
1172,5284.0,1550.0,256.0,1.0,0.0,25.0,3.0,3447.0,1.0,1.0,1.0,4354.0,0.0
1173,9698.0,221.0,87.0,2.0,0.0,18.0,0.0,1105.0,1.0,1.0,0.0,2190.0,0.0
1174,885.0,707.0,314.0,2.0,0.0,22.0,5.0,6355.0,0.0,1.0,0.0,9013.0,1.0
1175,6218.0,123.0,328.0,2.0,1.0,21.0,0.0,0.0,1.0,1.0,0.0,7318.0,0.0
1176,1514.0,2824.0,335.0,0.0,1.0,16.0,9.0,0.0,1.0,0.0,0.0,711.0,0.0
1177,3404.0,2856.0,235.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3289.0,0.0
1178,8683.0,1099.0,161.0,0.0,1.0,31.0,4.0,0.0,0.0,1.0,1.0,9506.0,1.0
1179,9940.0,1232.0,416.0,1.0,0.0,13.0,1.0,1158.0,1.0,0.0,0.0,8635.0,0.0
1180,181.0,2821.0,230.0,0.0,1.0,16.0,6.0,0.0,1.0,1.0,1.0,4952.0,0.0
1181,2308.0,1589.0,260.0,1.0,0.0,6.0,7.0,33.0,0.0,1.0,1.0,8930.0,0.0
1182,7579.0,1666.0,282.0,0.0,0.0,25.0,5.0,6024.0,0.0,1.0,1.0,7386.0,1.0
1183,1391.0,1652.0,261.0,0.0,1.0,18.0,1.0,0.0,1.0,1.0,1.0,7595.0,0.0
1184,7582.0,2838.0,193.0,1.0,1.0,29.0,7.0,4137.0,0.0,1.0,0.0,4642.0,0.0
1185,9190.0,2524.0,365.0,0.0,1.0,19.0,3.0,4296.0,0.0,1.0,1.0,2910.0,0.0
1186,912.0,1047.0,279.0,0.0,0.0,17.0,3.0,1838.0,1.0,1.0,1.0,8721.0,0.0
1187,6134.0,318.0,374.0,0.0,0.0,32.0,9.0,3780.0,0.0,1.0,1.0,3960.0,1.0
1188,2938.0,2422.0,137.0,0.0,1.0,12.0,2.0,3940.0,1.0,1.0,0.0,2486.0,0.0
1189,9017.0,1888.0,310.0,0.0,1.0,22.0,5.0,6055.0,0.0,1.0,1.0,7708.0,1.0
1190,2836.0,2284.0,406.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,6674.0,0.0
1191,4838.0,1615.0,248.0,1.0,1.0,9.0,3.0,5446.0,0.0,0.0,1.0,4258.0,0.0
1192,936.0,2076.0,394.0,2.0,0.0,43.0,0.0,4087.0,1.0,1.0,0.0,8493.0,1.0
1193,8582.0,2592.0,4.0,2.0,0.0,10.0,6.0,5205.0,2.0,1.0,0.0,5022.0,1.0
1194,302.0,887.0,373.0,0.0,0.0,6.0,7.0,0.0,1.0,1.0,0.0,9307.0,0.0
1195,503.0,1242.0,285.0,0.0,0.0,25.0,2.0,0.0,0.0,1.0,1.0,2707.0,0.0
1196,6953.0,2810.0,327.0,1.0,1.0,10.0,0.0,238.0,0.0,1.0,0.0,1431.0,0.0
1197,9914.0,1750.0,199.0,2.0,0.0,16.0,6.0,0.0,1.0,1.0,0.0,8540.0,0.0
1198,4486.0,131.0,193.0,0.0,1.0,20.0,9.0,1919.0,0.0,1.0,0.0,8819.0,0.0
1199,8127.0,2639.0,254.0,0.0,1.0,23.0,7.0,0.0,0.0,0.0,1.0,1422.0,0.0
1200,9557.0,304.0,381.0,1.0,1.0,12.0,6.0,1563.0,1.0,0.0,0.0,9848.0,0.0
1201,3391.0,1762.0,13.0,1.0,1.0,28.0,2.0,3884.0,0.0,1.0,0.0,7022.0,1.0
1202,6353.0,47.0,138.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,7589.0,0.0
1203,140.0,1808.0,72.0,0.0,1.0,17.0,0.0,1674.0,0.0,1.0,1.0,5921.0,0.0
1204,3362.0,158.0,239.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0,1.0,1688.0,0.0
1205,6351.0,1822.0,389.0,0.0,1.0,58.0,10.0,3310.0,0.0,0.0,1.0,3218.0,0.0
1206,1325.0,2891.0,193.0,2.0,1.0,14.0,5.0,0.0,1.0,1.0,0.0,565.0,0.0
1207,1152.0,1238.0,361.0,1.0,1.0,12.0,4.0,638.0,0.0,1.0,1.0,1815.0,0.0
1208,2002.0,984.0,306.0,0.0,0.0,29.0,6.0,3939.0,0.0,1.0,1.0,8395.0,0.0
1209,5998.0,2488.0,459.0,0.0,0.0,14.0,7.0,0.0,1.0,0.0,0.0,7770.0,0.0
1210,3707.0,1051.0,320.0,0.0,1.0,33.0,7.0,0.0,2.0,1.0,0.0,1886.0,1.0
1211,6913.0,822.0,61.0,0.0,0.0,14.0,5.0,0.0,1.0,0.0,1.0,3730.0,0.0
1212,9919.0,2709.0,219.0,2.0,1.0,24.0,6.0,0.0,1.0,1.0,0.0,7906.0,1.0
1213,2297.0,1956.0,303.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,581.0,0.0
1214,4334.0,1803.0,188.0,2.0,1.0,15.0,6.0,0.0,0.0,1.0,0.0,4769.0,1.0
1215,2345.0,2116.0,354.0,2.0,0.0,36.0,8.0,0.0,0.0,1.0,0.0,8688.0,1.0
1216,4666.0,636.0,181.0,0.0,1.0,15.0,5.0,0.0,0.0,0.0,1.0,2002.0,0.0
1217,5243.0,374.0,114.0,1.0,1.0,11.0,3.0,5171.0,1.0,1.0,1.0,2868.0,0.0
1218,6584.0,728.0,315.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8208.0,1.0
1219,9860.0,2682.0,302.0,1.0,1.0,26.0,5.0,3625.0,1.0,1.0,1.0,2288.0,1.0
1220,3531.0,1470.0,334.0,1.0,0.0,15.0,7.0,2797.0,1.0,1.0,1.0,8861.0,0.0
1221,5279.0,236.0,400.0,0.0,1.0,19.0,2.0,5903.0,1.0,1.0,0.0,3754.0,0.0
1222,1996.0,1230.0,145.0,0.0,1.0,28.0,1.0,240.0,0.0,1.0,0.0,3023.0,0.0
1223,3504.0,1992.0,308.0,2.0,1.0,29.0,1.0,0.0,1.0,0.0,1.0,1479.0,0.0
1224,2494.0,1336.0,109.0,2.0,0.0,29.0,8.0,3963.0,0.0,1.0,0.0,8967.0,0.0
1225,6716.0,2158.0,316.0,2.0,0.0,35.0,6.0,2340.0,0.0,1.0,1.0,2551.0,0.0
1226,8398.0,230.0,140.0,1.0,0.0,24.0,6.0,910.0,1.0,1.0,0.0,3728.0,0.0
1227,1903.0,1887.0,166.0,0.0,0.0,10.0,7.0,5225.0,1.0,1.0,0.0,9230.0,0.0
1228,486.0,2068.0,268.0,0.0,0.0,20.0,3.0,0.0,1.0,1.0,0.0,7923.0,0.0
1229,1653.0,1884.0,184.0,2.0,0.0,13.0,6.0,0.0,1.0,1.0,1.0,4803.0,0.0
1230,7062.0,1278.0,384.0,1.0,1.0,18.0,2.0,2364.0,1.0,0.0,1.0,3547.0,0.0
1231,7334.0,2908.0,381.0,2.0,1.0,12.0,4.0,531.0,0.0,1.0,0.0,97.0,0.0
1232,1650.0,633.0,196.0,1.0,1.0,28.0,9.0,2179.0,0.0,1.0,0.0,6998.0,1.0
1233,366.0,479.0,276.0,1.0,0.0,21.0,4.0,741.0,1.0,1.0,0.0,5930.0,0.0
1234,4766.0,1608.0,380.0,0.0,0.0,48.0,7.0,5067.0,0.0,1.0,1.0,6564.0,0.0
1235,1371.0,2106.0,132.0,1.0,1.0,45.0,6.0,2883.0,0.0,1.0,1.0,5987.0,0.0
1236,8333.0,2645.0,271.0,1.0,1.0,15.0,0.0,1839.0,0.0,1.0,1.0,8124.0,0.0
1237,2724.0,2901.0,326.0,0.0,1.0,24.0,5.0,0.0,1.0,1.0,0.0,8629.0,0.0
1238,2117.0,2748.0,355.0,0.0,1.0,6.0,3.0,4640.0,1.0,0.0,1.0,8491.0,0.0
1239,3769.0,556.0,178.0,0.0,1.0,10.0,7.0,0.0,1.0,1.0,0.0,3661.0,0.0
1240,2059.0,2403.0,188.0,0.0,1.0,18.0,9.0,4081.0,0.0,1.0,1.0,3012.0,0.0
1241,7788.0,1116.0,128.0,0.0,0.0,3.0,1.0,5219.0,1.0,1.0,1.0,9731.0,0.0
1242,9900.0,550.0,305.0,1.0,1.0,12.0,4.0,2703.0,0.0,1.0,1.0,9677.0,0.0
1243,1089.0,2449.0,302.0,1.0,1.0,7.0,0.0,5231.0,0.0,0.0,1.0,735.0,0.0
1244,2014.0,362.0,196.0,1.0,0.0,20.0,0.0,4254.0,1.0,0.0,0.0,1555.0,0.0
1245,3663.0,396.0,235.0,0.0,0.0,26.0,0.0,640.0,0.0,1.0,0.0,990.0,1.0
1246,6215.0,1464.0,275.0,0.0,0.0,48.0,7.0,0.0,1.0,1.0,1.0,4978.0,0.0
1247,5819.0,1138.0,121.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,1853.0,0.0
1248,8164.0,605.0,298.0,2.0,0.0,10.0,3.0,0.0,1.0,1.0,1.0,9611.0,0.0
1249,9517.0,2457.0,412.0,0.0,0.0,8.0,4.0,0.0,1.0,1.0,1.0,9073.0,0.0
1250,5494.0,416.0,157.0,1.0,1.0,14.0,5.0,6153.0,0.0,1.0,1.0,7768.0,0.0
1251,9969.0,1746.0,197.0,1.0,0.0,22.0,10.0,3699.0,0.0,1.0,0.0,6094.0,1.0
1252,3675.0,1572.0,302.0,0.0,1.0,50.0,4.0,1424.0,0.0,1.0,1.0,3043.0,0.0
1253,5353.0,537.0,108.0,1.0,0.0,37.0,4.0,3809.0,1.0,1.0,0.0,6181.0,0.0
1254,1755.0,761.0,237.0,0.0,0.0,28.0,1.0,61.0,3.0,1.0,0.0,1526.0,1.0
1255,1951.0,2142.0,233.0,2.0,1.0,28.0,3.0,0.0,1.0,1.0,1.0,3110.0,0.0
1256,8664.0,748.0,342.0,0.0,1.0,24.0,9.0,3210.0,0.0,1.0,0.0,9218.0,0.0
1257,3261.0,2761.0,237.0,0.0,0.0,20.0,3.0,0.0,1.0,1.0,1.0,2392.0,0.0
1258,7003.0,396.0,242.0,0.0,0.0,15.0,3.0,0.0,1.0,1.0,0.0,9545.0,0.0
1259,5426.0,2640.0,168.0,1.0,0.0,18.0,1.0,1899.0,1.0,0.0,1.0,2653.0,0.0
1260,7102.0,149.0,313.0,1.0,1.0,9.0,5.0,5253.0,0.0,1.0,0.0,3187.0,1.0
1261,9174.0,2350.0,353.0,1.0,1.0,20.0,6.0,380.0,1.0,1.0,0.0,3910.0,0.0
1262,7255.0,556.0,274.0,2.0,0.0,22.0,0.0,6124.0,0.0,0.0,1.0,5858.0,0.0
1263,6450.0,1476.0,247.0,0.0,0.0,24.0,7.0,5955.0,0.0,0.0,0.0,1612.0,0.0
1264,6663.0,993.0,446.0,2.0,1.0,13.0,9.0,1924.0,0.0,0.0,1.0,2497.0,0.0
1265,3847.0,674.0,143.0,0.0,0.0,37.0,0.0,2953.0,2.0,1.0,0.0,6126.0,1.0
1266,7316.0,1349.0,157.0,0.0,0.0,18.0,3.0,0.0,0.0,1.0,0.0,3278.0,0.0
1267,8647.0,2070.0,446.0,1.0,1.0,20.0,2.0,3801.0,0.0,1.0,1.0,3958.0,0.0
1268,2026.0,842.0,267.0,0.0,0.0,26.0,6.0,5334.0,0.0,1.0,0.0,6545.0,0.0
1269,6302.0,515.0,163.0,0.0,0.0,20.0,4.0,4651.0,1.0,1.0,1.0,8626.0,0.0
1270,4219.0,468.0,333.0,1.0,1.0,12.0,7.0,2811.0,0.0,1.0,0.0,759.0,0.0
1271,9126.0,24.0,332.0,0.0,1.0,24.0,2.0,1520.0,0.0,1.0,1.0,869.0,0.0
1272,7617.0,1686.0,194.0,1.0,0.0,21.0,7.0,5954.0,1.0,0.0,0.0,6622.0,0.0
1273,1830.0,2659.0,83.0,0.0,1.0,15.0,5.0,0.0,1.0,1.0,0.0,9106.0,1.0
1274,2381.0,493.0,171.0,2.0,1.0,14.0,6.0,5851.0,0.0,1.0,0.0,4566.0,0.0
1275,4699.0,2670.0,328.0,0.0,1.0,14.0,9.0,5235.0,0.0,1.0,1.0,3816.0,0.0
1276,4975.0,1364.0,244.0,1.0,1.0,19.0,5.0,2648.0,0.0,1.0,0.0,4798.0,1.0
1277,6237.0,392.0,352.0,0.0,1.0,24.0,7.0,483.0,1.0,1.0,1.0,4010.0,0.0
1278,3019.0,1231.0,290.0,2.0,1.0,49.0,7.0,0.0,1.0,0.0,1.0,8184.0,0.0
1279,2746.0,1047.0,130.0,0.0,0.0,21.0,6.0,0.0,1.0,0.0,1.0,1345.0,0.0
1280,4229.0,1081.0,350.0,2.0,1.0,7.0,4.0,0.0,1.0,1.0,1.0,3656.0,0.0
1281,8554.0,464.0,399.0,2.0,1.0,28.0,0.0,6244.0,0.0,0.0,0.0,6991.0,1.0
1282,8518.0,2681.0,231.0,0.0,1.0,17.0,8.0,0.0,1.0,1.0,1.0,6616.0,0.0
1283,1716.0,1062.0,278.0,0.0,1.0,27.0,7.0,5387.0,0.0,0.0,1.0,8660.0,0.0
1284,7050.0,1636.0,192.0,0.0,1.0,41.0,7.0,3861.0,0.0,0.0,1.0,3355.0,0.0
1285,3688.0,1953.0,129.0,2.0,0.0,45.0,5.0,5869.0,0.0,1.0,1.0,1707.0,0.0
1286,988.0,884.0,188.0,2.0,1.0,19.0,5.0,5511.0,1.0,0.0,0.0,6023.0,0.0
1287,0.0,878.0,307.0,2.0,0.0,21.0,9.0,5864.0,0.0,0.0,0.0,4506.0,0.0
1288,1246.0,1460.0,157.0,2.0,1.0,21.0,7.0,4207.0,0.0,1.0,0.0,8250.0,0.0
1289,4918.0,73.0,281.0,1.0,1.0,22.0,10.0,1797.0,0.0,1.0,0.0,74.0,1.0
1290,9935.0,1414.0,262.0,1.0,1.0,13.0,9.0,5041.0,0.0,1.0,0.0,4173.0,0.0
1291,4539.0,83.0,343.0,2.0,0.0,19.0,2.0,4130.0,0.0,0.0,0.0,1692.0,0.0
1292,2816.0,1888.0,403.0,0.0,0.0,23.0,7.0,0.0,1.0,1.0,1.0,3678.0,0.0
1293,4880.0,1067.0,250.0,0.0,1.0,12.0,2.0,877.0,1.0,0.0,1.0,370.0,0.0
1294,709.0,1590.0,433.0,0.0,1.0,12.0,0.0,4371.0,0.0,1.0,1.0,8096.0,0.0
1295,6892.0,1771.0,143.0,2.0,0.0,15.0,3.0,5467.0,0.0,0.0,0.0,9960.0,0.0
1296,9506.0,581.0,262.0,2.0,1.0,37.0,2.0,316.0,0.0,0.0,1.0,3081.0,0.0
1297,9101.0,1099.0,107.0,0.0,1.0,16.0,5.0,0.0,1.0,1.0,1.0,4579.0,0.0
1298,258.0,563.0,292.0,0.0,1.0,12.0,10.0,128.0,0.0,0.0,0.0,3935.0,0.0
1299,9187.0,637.0,227.0,1.0,1.0,24.0,8.0,5582.0,1.0,1.0,1.0,3799.0,0.0
1300,6366.0,730.0,147.0,0.0,1.0,19.0,0.0,4457.0,0.0,1.0,0.0,8114.0,0.0
1301,9415.0,840.0,252.0,2.0,1.0,16.0,3.0,709.0,0.0,1.0,1.0,1054.0,0.0
1302,4206.0,416.0,37.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,2677.0,0.0
1303,4724.0,441.0,202.0,1.0,0.0,14.0,9.0,4413.0,1.0,1.0,0.0,2639.0,1.0
1304,7314.0,2657.0,327.0,0.0,0.0,13.0,0.0,3049.0,1.0,1.0,0.0,5166.0,0.0
1305,9393.0,366.0,420.0,1.0,1.0,34.0,10.0,479.0,0.0,0.0,0.0,7350.0,1.0
1306,5727.0,852.0,432.0,2.0,0.0,28.0,3.0,644.0,0.0,1.0,1.0,1407.0,1.0
1307,2906.0,261.0,254.0,2.0,1.0,31.0,2.0,0.0,1.0,0.0,0.0,510.0,0.0
1308,3848.0,226.0,319.0,0.0,1.0,15.0,10.0,3067.0,1.0,1.0,1.0,9632.0,0.0
1309,4968.0,290.0,200.0,2.0,1.0,12.0,0.0,3644.0,1.0,0.0,0.0,2474.0,0.0
1310,7742.0,2713.0,357.0,1.0,0.0,9.0,2.0,1033.0,0.0,1.0,1.0,6607.0,0.0
1311,7379.0,1589.0,459.0,0.0,0.0,19.0,7.0,5563.0,0.0,1.0,1.0,7641.0,0.0
1312,1209.0,1468.0,151.0,0.0,1.0,20.0,8.0,244.0,0.0,1.0,1.0,3385.0,1.0
1313,418.0,1515.0,418.0,0.0,1.0,20.0,3.0,0.0,1.0,1.0,1.0,3988.0,0.0
1314,3151.0,764.0,284.0,0.0,1.0,36.0,2.0,0.0,0.0,1.0,0.0,7514.0,1.0
1315,6765.0,277.0,216.0,2.0,0.0,9.0,5.0,1645.0,0.0,0.0,0.0,381.0,0.0
1316,9716.0,1854.0,459.0,0.0,0.0,13.0,4.0,0.0,1.0,1.0,1.0,1619.0,0.0
1317,6191.0,2436.0,398.0,0.0,1.0,19.0,3.0,0.0,0.0,1.0,0.0,6116.0,1.0
1318,3962.0,2738.0,207.0,0.0,0.0,25.0,5.0,0.0,2.0,1.0,1.0,5029.0,1.0
1319,7912.0,2567.0,365.0,1.0,1.0,23.0,2.0,3603.0,1.0,0.0,1.0,2295.0,0.0
1320,1219.0,2840.0,296.0,0.0,0.0,29.0,7.0,0.0,1.0,1.0,1.0,8882.0,0.0
1321,5549.0,1594.0,333.0,0.0,1.0,22.0,6.0,0.0,1.0,0.0,0.0,5335.0,0.0
1322,1302.0,2413.0,309.0,0.0,0.0,26.0,2.0,142.0,0.0,1.0,0.0,837.0,0.0
1323,2530.0,346.0,244.0,2.0,1.0,32.0,7.0,5788.0,1.0,0.0,0.0,2681.0,1.0
1324,7993.0,1551.0,296.0,1.0,1.0,8.0,2.0,5003.0,0.0,1.0,1.0,7711.0,0.0
1325,6583.0,481.0,222.0,0.0,0.0,28.0,8.0,6013.0,0.0,0.0,1.0,2172.0,0.0
1326,4680.0,1144.0,390.0,0.0,0.0,20.0,3.0,3948.0,1.0,1.0,0.0,3137.0,0.0
1327,4889.0,1570.0,312.0,2.0,1.0,2.0,3.0,5940.0,0.0,1.0,1.0,2031.0,0.0
1328,330.0,52.0,202.0,1.0,0.0,44.0,3.0,3058.0,0.0,0.0,1.0,1202.0,1.0
1329,3186.0,392.0,352.0,0.0,0.0,22.0,6.0,0.0,0.0,1.0,0.0,1403.0,1.0
1330,7079.0,1542.0,249.0,2.0,0.0,28.0,8.0,0.0,1.0,1.0,0.0,4453.0,0.0
1331,367.0,532.0,458.0,1.0,1.0,19.0,7.0,5052.0,1.0,1.0,1.0,860.0,0.0
1332,9245.0,1953.0,387.0,0.0,1.0,20.0,3.0,5136.0,1.0,1.0,1.0,6372.0,0.0
1333,6778.0,1953.0,148.0,1.0,0.0,20.0,8.0,677.0,0.0,1.0,0.0,655.0,0.0
1334,3947.0,1055.0,98.0,1.0,1.0,10.0,1.0,560.0,1.0,1.0,1.0,8386.0,0.0
1335,425.0,2888.0,177.0,2.0,0.0,25.0,9.0,0.0,0.0,1.0,0.0,6310.0,1.0
1336,4671.0,1497.0,227.0,2.0,1.0,20.0,5.0,3775.0,0.0,1.0,0.0,4593.0,0.0
1337,3385.0,1026.0,319.0,1.0,0.0,12.0,10.0,4364.0,1.0,1.0,0.0,7782.0,0.0
1338,1836.0,1959.0,234.0,0.0,1.0,34.0,5.0,5935.0,0.0,1.0,1.0,3364.0,0.0
1339,7806.0,403.0,291.0,2.0,1.0,28.0,7.0,3922.0,0.0,1.0,1.0,3094.0,0.0
1340,3180.0,542.0,336.0,2.0,1.0,25.0,2.0,1401.0,0.0,1.0,1.0,5388.0,1.0
1341,1733.0,862.0,403.0,0.0,0.0,23.0,7.0,6179.0,2.0,1.0,0.0,8312.0,1.0
1342,2950.0,127.0,261.0,2.0,1.0,53.0,0.0,0.0,0.0,1.0,1.0,6019.0,0.0
1343,3195.0,2253.0,279.0,2.0,1.0,24.0,3.0,645.0,0.0,1.0,0.0,9409.0,0.0
1344,5012.0,1388.0,69.0,1.0,0.0,22.0,6.0,3157.0,1.0,1.0,0.0,4570.0,1.0
1345,5952.0,449.0,177.0,2.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,8308.0,0.0
1346,8491.0,2842.0,252.0,0.0,1.0,12.0,5.0,1206.0,0.0,1.0,1.0,8270.0,0.0
1347,4098.0,1660.0,130.0,0.0,1.0,19.0,2.0,0.0,1.0,1.0,1.0,4314.0,0.0
1348,402.0,1407.0,224.0,0.0,1.0,14.0,7.0,1093.0,0.0,1.0,1.0,144.0,0.0
1349,8509.0,2569.0,184.0,2.0,1.0,25.0,3.0,0.0,0.0,1.0,0.0,4168.0,0.0
1350,1875.0,1235.0,326.0,0.0,0.0,23.0,3.0,4522.0,0.0,1.0,1.0,5199.0,0.0
1351,2770.0,2803.0,257.0,0.0,0.0,36.0,9.0,3246.0,0.0,0.0,0.0,305.0,1.0
1352,1221.0,2518.0,144.0,1.0,1.0,30.0,5.0,4443.0,0.0,1.0,1.0,2875.0,1.0
1353,2274.0,938.0,235.0,2.0,1.0,11.0,7.0,0.0,1.0,1.0,0.0,2411.0,0.0
1354,4705.0,1586.0,220.0,2.0,1.0,34.0,7.0,0.0,0.0,0.0,1.0,3645.0,1.0
1355,1950.0,1878.0,343.0,2.0,1.0,21.0,6.0,0.0,0.0,1.0,1.0,4775.0,0.0
1356,8122.0,1144.0,318.0,0.0,1.0,31.0,4.0,5611.0,1.0,1.0,1.0,1906.0,0.0
1357,7207.0,882.0,200.0,0.0,1.0,25.0,3.0,0.0,1.0,0.0,1.0,9941.0,0.0
1358,6260.0,2054.0,273.0,0.0,1.0,25.0,9.0,6305.0,1.0,1.0,1.0,2760.0,0.0
1359,5569.0,2542.0,40.0,0.0,1.0,19.0,0.0,3257.0,0.0,1.0,1.0,5874.0,0.0
1360,5150.0,2657.0,256.0,1.0,0.0,4.0,3.0,1437.0,1.0,0.0,1.0,3070.0,0.0
1361,7527.0,1347.0,187.0,0.0,1.0,14.0,4.0,0.0,1.0,1.0,1.0,7115.0,0.0
1362,4722.0,1093.0,164.0,1.0,1.0,23.0,10.0,2634.0,1.0,1.0,1.0,9276.0,0.0
1363,8925.0,2568.0,384.0,2.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,2832.0,0.0
1364,6159.0,694.0,459.0,1.0,1.0,21.0,3.0,3617.0,1.0,1.0,1.0,6033.0,0.0
1365,4945.0,1361.0,234.0,0.0,1.0,25.0,8.0,6352.0,0.0,1.0,0.0,6677.0,1.0
1366,2179.0,1240.0,254.0,2.0,0.0,19.0,7.0,0.0,1.0,1.0,0.0,682.0,0.0
1367,2442.0,1329.0,217.0,1.0,1.0,26.0,7.0,2712.0,0.0,1.0,1.0,3859.0,1.0
1368,7193.0,1409.0,298.0,2.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,6853.0,0.0
1369,6282.0,530.0,261.0,1.0,1.0,32.0,8.0,3687.0,0.0,1.0,1.0,854.0,1.0
1370,9034.0,1609.0,378.0,0.0,0.0,8.0,7.0,0.0,1.0,1.0,0.0,8835.0,0.0
1371,9082.0,2039.0,220.0,0.0,0.0,25.0,8.0,228.0,0.0,1.0,0.0,5756.0,0.0
1372,6286.0,1036.0,98.0,0.0,1.0,20.0,8.0,0.0,1.0,0.0,1.0,9835.0,0.0
1373,8240.0,2602.0,137.0,1.0,0.0,28.0,9.0,4514.0,0.0,1.0,0.0,6687.0,1.0
1374,8361.0,397.0,241.0,0.0,1.0,26.0,3.0,2172.0,0.0,1.0,0.0,9292.0,0.0
1375,311.0,1666.0,38.0,0.0,0.0,9.0,6.0,2985.0,1.0,1.0,1.0,1171.0,0.0
1376,829.0,739.0,66.0,0.0,1.0,23.0,0.0,398.0,2.0,1.0,1.0,9293.0,1.0
1377,9701.0,2662.0,377.0,2.0,0.0,26.0,6.0,162.0,0.0,1.0,1.0,8912.0,0.0
1378,4682.0,1336.0,324.0,2.0,0.0,17.0,4.0,31.0,1.0,1.0,1.0,9992.0,0.0
1379,229.0,2305.0,277.0,1.0,0.0,14.0,0.0,1083.0,0.0,1.0,1.0,2132.0,0.0
1380,7087.0,944.0,234.0,1.0,1.0,8.0,3.0,4135.0,0.0,1.0,0.0,6158.0,0.0
1381,5949.0,187.0,455.0,0.0,0.0,23.0,0.0,0.0,2.0,1.0,0.0,178.0,1.0
1382,2060.0,2177.0,270.0,2.0,0.0,24.0,3.0,0.0,1.0,1.0,0.0,1766.0,0.0
1383,5233.0,2551.0,180.0,0.0,0.0,5.0,10.0,5461.0,0.0,0.0,1.0,855.0,0.0
1384,4992.0,2301.0,191.0,2.0,0.0,28.0,8.0,265.0,0.0,1.0,0.0,2176.0,1.0
1385,4286.0,1811.0,325.0,0.0,0.0,17.0,8.0,2599.0,0.0,0.0,1.0,882.0,0.0
1386,5553.0,2070.0,367.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,1.0,3773.0,0.0
1387,4347.0,388.0,334.0,0.0,1.0,48.0,4.0,841.0,0.0,1.0,1.0,7103.0,0.0
1388,8387.0,1751.0,239.0,0.0,0.0,22.0,0.0,3097.0,0.0,0.0,1.0,2963.0,1.0
1389,4735.0,28.0,236.0,0.0,0.0,37.0,0.0,5787.0,0.0,1.0,0.0,5025.0,1.0
1390,6477.0,1634.0,262.0,0.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,4834.0,0.0
1391,8885.0,2456.0,384.0,1.0,0.0,20.0,0.0,3669.0,1.0,1.0,1.0,782.0,1.0
1392,6608.0,2456.0,403.0,2.0,1.0,27.0,8.0,925.0,1.0,1.0,0.0,5846.0,0.0
1393,3215.0,1793.0,440.0,0.0,0.0,14.0,2.0,5200.0,0.0,1.0,0.0,9551.0,0.0
1394,629.0,1535.0,170.0,0.0,1.0,11.0,9.0,3225.0,0.0,1.0,1.0,8685.0,0.0
1395,5252.0,2913.0,314.0,2.0,1.0,28.0,7.0,0.0,1.0,1.0,0.0,5886.0,0.0
1396,7305.0,661.0,245.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,4611.0,1.0
1397,7552.0,388.0,96.0,1.0,0.0,28.0,4.0,4477.0,1.0,1.0,1.0,2159.0,1.0
1398,2515.0,2207.0,302.0,0.0,0.0,20.0,3.0,0.0,1.0,0.0,0.0,3876.0,1.0
1399,8396.0,1505.0,126.0,2.0,0.0,11.0,5.0,0.0,1.0,1.0,0.0,5181.0,0.0
1400,4179.0,2849.0,293.0,0.0,0.0,9.0,9.0,3437.0,1.0,0.0,1.0,6917.0,0.0
1401,2096.0,387.0,229.0,2.0,0.0,25.0,2.0,0.0,1.0,1.0,0.0,1024.0,0.0
1402,1881.0,2742.0,366.0,0.0,1.0,11.0,8.0,4124.0,0.0,1.0,0.0,3840.0,0.0
1403,6228.0,2176.0,348.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,1.0,2840.0,0.0
1404,9271.0,2540.0,271.0,2.0,0.0,23.0,4.0,1001.0,0.0,1.0,0.0,3758.0,1.0
1405,1850.0,2107.0,3.0,0.0,0.0,26.0,0.0,3989.0,0.0,1.0,0.0,7385.0,1.0
1406,2544.0,608.0,181.0,2.0,1.0,5.0,2.0,3812.0,0.0,0.0,1.0,3330.0,0.0
1407,1381.0,1112.0,330.0,0.0,1.0,51.0,2.0,2237.0,0.0,1.0,1.0,8937.0,0.0
1408,509.0,537.0,316.0,0.0,1.0,14.0,9.0,0.0,1.0,0.0,0.0,1508.0,0.0
1409,9950.0,927.0,53.0,0.0,0.0,22.0,5.0,760.0,0.0,1.0,0.0,7224.0,0.0
1410,5779.0,2089.0,132.0,0.0,0.0,55.0,7.0,0.0,1.0,0.0,0.0,6570.0,1.0
1411,5121.0,468.0,294.0,1.0,0.0,12.0,4.0,787.0,1.0,0.0,1.0,9708.0,0.0
